,customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer_Feedback,Category,Chatbot Response
111,2639-UGMAZ,Male,1,No,No,71.0,No,No,general loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,56.45,3985.35,No,The loan interest rates are very competitive.,,
112,1009-IRMNA,Female,0,No,No,7.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.0,137.6,Yes,The Savings Account interest rates are too low.,,
113,4667-QONEA,Female,1,Yes,Yes,60.0,Yes,No,general loan,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,74.85,4456.35,No,I am happy with the prompt service from customer support.,Customer Support,
114,3729-OWRVL,Male,1,No,No,65.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,110.35,7246.15,No,The customer support for Credit Cards is very unresponsive.,,
115,0422-OHQHQ,Female,0,Yes,Yes,15.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.55,295.95,No,I faced difficulty in getting my Credit Card activated.,,
116,0390-DCFDQ,Female,1,Yes,No,1.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.45,70.45,Yes,The mobile app does not support multiple accounts.,,
117,2840-XANRC,Male,1,Yes,No,24.0,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,93.15,2231.05,Yes,The process of getting a new Debit Card is very tedious.,,
118,2848-YXSMW,Male,0,Yes,Yes,72.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.4,1363.25,No,The Credit Card fraud detection system works very well.,,
119,2682-KEVRP,Female,1,No,No,22.0,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.05,417,No,The bank's security measures are not up to the mark.,,
120,7971-HLVXI,Male,0,Yes,Yes,72.0,Yes,Yes,top up loan,No,No,No,No,No,Yes,Two year,Yes,84.5,6130.85,No,How do I get a Current Account statement by post?,,
121,1982-FEBTD,Female,0,Yes,Yes,23.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.6,514.75,No,Can I use my Debit Card for online purchases?,,
122,5172-MIGPM,Male,0,No,No,4.0,Yes,Yes,general loan,No,No,No,Yes,No,Yes,Month-to-month,No,65.55,237.2,No,Can I set a spending limit on my Debit Card?,,
123,7102-JJVTX,Female,0,Yes,Yes,9.0,Yes,No,general loan,Yes,No,No,No,No,No,One year,No,48.6,422.3,No,The Credit Card rewards program is excellent.,,
124,6582-OIVSP,Female,0,No,No,1.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.3,45.3,No,The fixed deposit renewal process is very easy.,,
125,5896-NPFWW,Male,0,Yes,Yes,3.0,Yes,No,general loan,No,No,Yes,No,No,No,Month-to-month,Yes,50.15,168.15,Yes,The mobile banking app does not have biometric login.,,
126,2239-JALAW,Male,0,No,No,58.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,One year,Yes,103.25,6017.65,Yes,,,
127,2636-SJDOU,Male,0,No,No,64.0,Yes,Yes,top up loan,Yes,Yes,No,No,No,No,One year,Yes,84.3,5289.05,No,The Credit Card travel benefits are very good.,,
128,7605-BDWDC,Female,0,No,No,31.0,No,No,general loan,Yes,Yes,No,Yes,No,Yes,Two year,Yes,49.85,1520.1,No,The Savings Account opening process was very smooth.,,
129,3804-RVTGV,Male,0,Yes,Yes,50.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.85,5017.9,Yes,The Debit Card delivery is very delayed.,,
130,5150-LJNSR,Male,0,Yes,Yes,31.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,No,One year,No,98.05,3082.1,No,What are the processing fees for loans?,,
131,9565-FLVCG,Male,0,Yes,Yes,65.0,Yes,Yes,general loan,Yes,Yes,No,No,No,Yes,Two year,Yes,69.55,4459.15,No,The Savings Account mobile app is very glitchy.,,
132,4110-PFEUZ,Female,0,No,No,1.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,69.55,69.55,Yes,The Savings Account minimum balance requirement is too high.,,
133,0388-EOPEX,Female,0,Yes,No,2.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,74.4,139.4,Yes,The mobile banking app does not support multiple accounts.,,
134,3050-GBUSH,Female,0,No,No,3.0,No,No,general loan,No,No,No,No,Yes,No,Month-to-month,Yes,34.8,113.95,No,The Savings Account interest rates are very low compared to other banks.,,
135,6683-VLCTZ,Male,1,No,No,20.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,98.55,1842.8,Yes,The branch is not accessible for disabled customers.,,
136,5876-QMYLD,Female,0,Yes,Yes,23.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.05,415.1,No,How can I transfer money from my Current Account?,,
137,8637-XJIVR,Female,0,No,No,12.0,Yes,Yes,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,78.95,927.35,Yes,The mobile app has frequent downtime.,,
138,9178-JHUVJ,Male,0,Yes,Yes,24.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.1,587.4,No,The online banking security features are excellent.,,
139,6705-LXORM,Female,1,Yes,No,5.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.05,302.6,No,Can I get a Loan for a wedding?,,
140,8779-QRDMV,Male,1,No,No,1.0,No,No,general loan,No,No,Yes,No,No,Yes,Month-to-month,Yes,39.65,39.65,Yes,The branch staff are not helpful.,,
141,4443-EMBNA,Female,0,Yes,No,71.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.75,1836.9,No,The online banking interface is very user-friendly.,,
142,3606-TWKGI,Male,1,No,No,13.0,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,106.9,1364.3,Yes,The loan officers were not very knowledgeable.,,
143,3859-CVCET,Female,0,No,No,4.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.65,191.05,Yes,The Savings Account minimum balance requirement is too high.,,
144,3158-MOERK,Female,0,No,No,2.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,96.0,174.8,Yes,The loan processing time is too long.,,
145,6727-IOTLZ,Male,0,Yes,No,14.0,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,81.95,1181.75,No,The fixed deposit maturity process is very smooth.,,
146,9560-BBZXK,Female,0,No,No,36.0,No,No,general loan,Yes,No,No,No,No,No,Two year,No,31.05,1126.35,No,The Current Account opening process was very smooth.,,
147,9978-HYCIN,Male,1,Yes,Yes,47.0,Yes,No,top up loan,No,Yes,No,No,Yes,No,One year,Yes,84.95,4018.05,No,The customer service representatives for Credit Cards are very rude.,,
148,0177-PXBAT,Male,1,Yes,No,33.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,109.9,3694.7,No,How do I close my Savings Account?,,
149,8752-IMQOS,Male,0,Yes,Yes,5.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.1,85.1,No,How do I close my Savings Account?,,
150,2034-GDRCN,Female,0,No,No,2.0,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.4,168.2,Yes,The bank's online customer service chat is not helpful.,,
151,6292-TOSSS,Male,0,No,No,50.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.9,1195.25,No,The Credit Card customer service is very responsive.,,
152,2080-SRCDE,Female,0,No,Yes,1.0,Yes,Yes,No,No,No,No,No,,No,Month-to-month,No,25.4,25.4,No,The Credit Card cashback offers are very good.,,
153,3523-BRGUW,Male,1,No,No,26.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.3,504.2,No,,,
154,5393-HJZSM,Female,0,Yes,Yes,32.0,Yes,No,general loan,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,76.3,2404.15,No,The loan disbursement process is very slow.,,
155,0578-SKVMF,Female,0,Yes,Yes,22.0,Yes,No,top up loan,No,Yes,No,No,No,Yes,Month-to-month,No,83.3,1845.9,Yes,The mobile banking app does not have enough features.,,
156,3655-SNQYZ,Female,0,Yes,Yes,69.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,113.25,7895.15,No,I am satisfied with the easy access to my Current Account.,Current Account,
157,1258-YMZNM,Female,1,No,No,27.0,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,110.5,2857.6,No,The process of getting a new Debit Card is very tedious.,,
158,5382-SOYZL,Male,0,No,No,22.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.1,2162.6,No,The loan processing time is too long.,,
159,3442-ZHHCC,Male,0,No,No,68.0,Yes,Yes,general loan,Yes,Yes,Yes,No,No,Yes,One year,Yes,76.9,5023,No,The ATM network is unreliable.,,
160,9661-JALZV,Female,0,No,No,58.0,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,24.7,1519,No,The Savings Account opening process was very smooth and quick.,,
161,7876-AEHIG,Female,0,No,Yes,51.0,No,No,general loan,Yes,No,Yes,Yes,Yes,Yes,One year,No,60.15,3077,No,I faced several issues while transferring money from my Current Account.,,
162,4640-UHDOS,Female,0,Yes,Yes,13.0,Yes,No,general loan,No,No,No,No,No,Yes,Month-to-month,No,55.95,734.35,Yes,The branch is always very crowded.,,
163,3808-HFKDE,Female,0,No,No,20.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,44.35,927.15,No,The fixed deposit maturity process is very smooth.,,
164,9199-PWQVC,Female,0,Yes,No,63.0,Yes,Yes,general loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,79.7,4786.15,No,The loan prepayment charges are too high.,,
165,6859-QNXIQ,Female,0,Yes,Yes,72.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,113.1,8248.5,No,I lost my Savings Account passbook. How can I get a new one?,,
166,9294-TDIPC,Male,0,No,Yes,5.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.2,83.75,No,The online banking interface is very user-friendly.,,
167,9286-BHDQG,Male,0,Yes,Yes,72.0,No,No,general loan,Yes,Yes,Yes,Yes,No,No,Two year,No,45.25,3139.8,No,The Savings Account opening process is very easy.,,
168,7508-SMHXL,Female,1,No,No,15.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,No,89.0,1288.3,No,The Credit Card billing process is confusing.,,
169,4716-HHKQH,Male,1,Yes,No,20.0,Yes,Yes,top up loan,No,Yes,No,Yes,Yes,,Month-to-month,No,107.05,2172.05,No,The Current Account management is very convenient.,,
170,7916-VCCPB,Female,0,Yes,Yes,16.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,No,73.25,1195.75,No,What is the process to apply for a Loan?,,
171,9512-UIBFX,Male,0,Yes,Yes,18.0,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,No,95.15,1779.95,Yes,The bank's fraud protection measures are inadequate.,,
172,3212-KXOCR,Male,0,No,No,52.0,Yes,No,No,No,No,No,No,No,No,Two year,No,21.0,1107.2,No,The bank's helpline is always available.,,
173,9944-HKVVB,Female,0,No,No,3.0,Yes,No,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,95.1,307.4,Yes,The loan documentation process is very cumbersome.,,
174,6513-EECDB,Male,1,Yes,No,1.0,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,73.55,73.55,Yes,The loan interest rates are not competitive.,,
175,6516-NKQBO,Male,0,Yes,Yes,38.0,Yes,No,general loan,Yes,No,Yes,Yes,Yes,Yes,Two year,No,81.0,3084.9,No,Can I open a joint Savings Account?,,
176,9959-WOFKT,Male,0,No,Yes,71.0,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,Yes,Two year,No,106.7,7382.25,No,I am pleased with the user-friendly online banking portal.,Online Banking,
177,7471-WNSUF,Male,0,Yes,No,60.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,24.15,1505.9,No,The ATM withdrawal limit is too low.,,
178,1410-RSCMR,Male,0,Yes,Yes,7.0,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,71.35,515.75,No,The Savings Account service charges are very reasonable.,,
179,3627-FHKBK,Female,0,No,No,1.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,No,75.3,75.3,Yes,The loan prepayment charges are too high.,,
180,4257-GAESD,Female,0,No,No,6.0,No,No,general loan,No,No,No,No,Yes,Yes,Month-to-month,No,45.0,298.7,No,The loan prepayment charges are too high.,,
181,4183-MYFRB,Female,0,No,No,21.0,Yes,No,top up loan,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,90.05,1862.9,No,I am happy with the prompt service from customer support.,Customer Support,
182,5698-BQJOH,Female,0,No,No,9.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,No,94.4,857.25,Yes,The branch does not have enough staff.,,
183,9625-QSTYE,Female,0,No,No,13.0,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,81.15,952.3,Yes,The loan application process is very complicated.,,
184,4719-UMSIY,Male,0,No,Yes,6.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.65,100.9,No,How do I open a Current Account for my business?,,
185,2732-ISEZX,Female,0,No,No,5.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.5,104.3,No,My Savings Account statements are always incorrect.,,
186,1374-DMZUI,Female,1,No,No,4.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.3,424.45,Yes,The mobile banking app does not support multiple accounts.,,
187,4992-LTJNE,Male,0,Yes,Yes,72.0,Yes,Yes,general loan,Yes,No,No,No,No,No,Two year,No,55.3,3983.6,No,The mobile banking app lacks essential features.,,
188,0259-GBZSH,Male,0,No,No,2.0,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,85.65,181.5,Yes,The fixed deposit rates are not competitive.,,
189,9342-VNIMQ,Male,0,No,No,33.0,Yes,Yes,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,54.65,1665.2,No,My Debit Card PIN reset request was not processed correctly.,,
190,4163-NCJAK,Female,0,Yes,No,46.0,Yes,Yes,No,No,No,No,No,No,,One year,Yes,24.45,1066.15,No,,,
191,4513-CXYIX,Female,1,Yes,No,71.0,Yes,Yes,top up loan,Yes,No,No,No,No,No,Two year,Yes,80.7,5676,No,My Debit Card is not working for balance inquiries.,,
192,8627-ZYGSZ,Male,0,Yes,No,47.0,Yes,Yes,top up loan,No,Yes,No,No,No,No,One year,Yes,78.9,3650.35,No,The overall banking services are satisfactory and meet my needs.,,
193,8755-OGKNA,Female,0,Yes,Yes,57.0,Yes,No,No,No,No,No,No,No,No,Two year,No,19.5,1167.6,No,My Current Account transactions are often delayed.,,
194,2907-ILJBN,Female,0,Yes,Yes,11.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.6,,No,The fixed deposit interest rates are very attractive.,,
195,4785-FCIFB,Female,0,Yes,No,61.0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.4,1417.9,No,My Credit Card is not linked to my account.,,
196,8544-GOQSH,Female,0,No,No,14.0,Yes,No,top up loan,No,Yes,No,Yes,No,No,Month-to-month,Yes,80.05,1112.3,No,,,
197,8592-PLTMQ,Female,0,No,No,64.0,Yes,Yes,No,No,No,No,No,No,No,One year,No,24.7,1642.75,No,My Debit Card was declined.,,
198,5954-BDFSG,Female,0,No,No,72.0,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,Two year,Yes,107.5,7853.7,No,I am happy with the travel benefits on my Credit Card.,Credit Card,
199,0067-DKWBL,Male,1,No,No,2.0,Yes,No,general loan,Yes,No,No,No,No,No,Month-to-month,Yes,49.25,91.1,Yes,The loan documentation process is very complicated.,,
200,2040-LDIWQ,Male,0,Yes,Yes,65.0,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.2,5324.5,No,The Current Account management is very convenient.,,
201,0236-HFWSV,Male,0,No,No,15.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,93.35,1444.65,Yes,The Debit Card delivery is very delayed.,,
202,7379-POKDZ,Male,0,Yes,No,3.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.3,208.85,Yes,The mobile banking app does not support my device.,,
203,1154-HYWWO,Male,0,No,No,38.0,Yes,No,general loan,Yes,Yes,No,Yes,Yes,No,One year,No,70.6,2708.2,No,How long does it take to process a loan application?,,
204,0942-KOWSM,Female,0,Yes,Yes,30.0,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,80.8,2369.3,No,Can I get a Loan against my Fixed Deposit?,,
205,1448-PWKYE,Male,0,Yes,Yes,1.0,Yes,No,top up loan,No,No,No,No,No,Yes,Month-to-month,No,80.0,80,Yes,The branch is always very crowded.,,
206,0835-DUUIQ,Female,0,No,Yes,24.0,Yes,No,No,No,No,No,No,No,No,One year,No,21.05,531.55,No,The branch does not have enough seating.,,
207,7156-MXBJE,Female,0,No,No,43.0,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,One year,No,85.1,3662.25,No,The Current Account management is very convenient.,,
208,7503-MIOGA,Female,1,Yes,No,72.0,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,89.85,6697.35,No,The loan repayment options are very flexible.,,
209,8108-UXRQN,Female,0,Yes,Yes,11.0,No,No,general loan,Yes,No,No,No,Yes,Yes,Month-to-month,No,50.55,565.35,No,The overdraft protection for Current Accounts is very helpful.,,
210,5027-YOCXN,Male,0,Yes,Yes,51.0,Yes,Yes,top up loan,Yes,Yes,No,Yes,Yes,Yes,One year,No,110.05,5686.4,No,The Current Account management is very convenient.,,
211,1251-KRREG,Male,0,No,No,2.0,Yes,Yes,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,54.4,114.1,Yes,I had issues with unauthorized charges on my Credit Card.,,
212,1680-VDCWW,Male,0,Yes,No,12.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.8,202.25,No,I am satisfied with the low minimum balance requirement for my Savings Account.,Savings Account,
213,2055-SIFSS,Female,1,Yes,No,55.0,Yes,Yes,general loan,No,No,No,No,No,No,Month-to-month,No,51.65,2838.55,No,How do I get a cheque book for my Current Account?,,
214,1918-ZBFQJ,Female,0,No,No,13.0,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,Yes,79.25,1111.65,Yes,The loan approval process is too slow and cumbersome.,,
215,4464-JCOLN,Male,0,Yes,Yes,2.0,Yes,No,No,No,No,No,No,No,No,One year,No,19.85,35.9,Yes,The loan prepayment charges are too high.,,
216,5590-ZSKRV,Female,0,Yes,Yes,8.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,No,54.65,482.25,No,The loan officers are very knowledgeable and helpful.,,
217,5760-WRAHC,Female,1,No,No,22.0,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,69.75,1545.4,No,What is the processing fee for a Loan?,,
218,6092-QZVPP,Male,0,No,No,36.0,Yes,No,general loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,79.2,,No,The loan approval process is too slow and cumbersome.,,
219,3842-IYKUE,Female,0,No,No,35.0,Yes,Yes,top up loan,No,Yes,No,Yes,No,No,Month-to-month,No,85.3,2917.5,Yes,The loan application process is very complicated.,,
220,0111-KLBQG,Male,1,Yes,Yes,32.0,Yes,No,top up loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,93.95,2861.45,No,Can I get a Car Loan?,,
221,7803-XOCCZ,Female,0,Yes,Yes,52.0,Yes,No,top up loan,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,84.05,4326.8,No,How do I get a Savings Account statement by branch visit?,,
222,6942-LBFDP,Female,0,No,No,2.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.55,33.6,No,My Current Account statements are very hard to understand.,,
223,6496-JDSSB,Female,0,No,No,8.0,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,80.0,624.6,No,The Credit Card complimentary insurance is very good.,,
224,7219-TLZHO,Female,0,Yes,Yes,4.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.85,62.9,No,The mobile banking app is very user-friendly.,,
225,9069-LGEUL,Male,0,Yes,No,23.0,Yes,No,general loan,Yes,No,No,No,No,Yes,Month-to-month,Yes,59.95,1406,No,The online banking customer support is very helpful.,,
226,3679-XASPY,Female,0,Yes,Yes,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,,19.45,No,The Current Account customer service is excellent.,,
227,0434-CSFON,Female,0,Yes,No,47.0,Yes,Yes,top up loan,No,No,Yes,No,Yes,,Month-to-month,Yes,100.5,4707.1,No,,,
228,9450-TRJUU,Male,0,No,No,35.0,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,No,83.15,2848.45,No,The bank's helpline is always busy.,,
229,2799-ARNLO,Female,1,Yes,No,5.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.35,341.6,No,The fixed deposit renewal process is very easy.,,
230,0322-CHQRU,Male,0,No,No,2.0,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.35,89.5,Yes,The mobile banking app does not have biometric login.,,
231,6440-DKQGE,Male,0,No,Yes,30.0,Yes,No,general loan,No,Yes,Yes,No,Yes,No,One year,No,64.5,1929.95,No,The Current Account statement is very easy to access.,,
232,4767-HZZHQ,Male,0,Yes,Yes,30.0,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,No,82.05,2570.2,No,The customer support for Debit Card issues is very efficient.,,
233,8402-OOOHJ,Female,0,No,No,41.0,Yes,No,No,No,No,No,No,No,No,Two year,No,20.65,835.15,No,The Credit Card benefits are very rewarding.,,
234,8040-MNRTF,Female,0,No,No,1.0,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,71.1,71.1,No,The Debit Card activation process took too long.,,
235,1090-ESELR,Male,0,Yes,Yes,72.0,Yes,No,top up loan,Yes,Yes,No,Yes,Yes,Yes,Two year,No,105.5,7611.55,No,How do I get an overdraft on my Current Account?,,
236,7633-MVPUY,Male,0,Yes,No,57.0,Yes,No,general loan,Yes,Yes,No,Yes,No,No,Two year,Yes,59.75,3450.15,No,The fixed deposit renewal process is very easy.,,
237,4697-LUPSU,Male,0,Yes,Yes,2.0,Yes,No,No,No,No,No,No,No,No,One year,No,20.2,34.75,No,The rewards program for Credit Cards is very beneficial.,,
238,1024-GUALD,Female,0,Yes,No,1.0,No,No,general loan,,No,No,No,No,No,Month-to-month,Yes,24.8,24.8,Yes,The online banking system is always down.,,
239,0295-QVKPB,Male,0,No,No,,Yes,No,general loan,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,63.95,318.1,No,The loan documentation process is cumbersome.,,
240,0285-INHLN,Male,0,Yes,Yes,27.0,Yes,No,general loan,Yes,Yes,No,No,No,No,Month-to-month,Yes,54.75,1510.3,No,The customer service for my Loan is unresponsive.,,
241,2202-OUTMO,Female,0,Yes,No,34.0,Yes,Yes,general loan,Yes,No,No,Yes,No,No,Month-to-month,Yes,60.85,2003.6,No,The Debit Card activation process is complicated.,,
242,3597-MVHJT,Female,0,No,No,27.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.6,2595.25,No,I am facing an issue with my Credit Card.,,
243,3716-UVSPD,Male,0,No,No,1.0,Yes,No,general loan,No,No,No,Yes,No,No,Month-to-month,Yes,49.3,49.3,No,Can I set up automatic bill payments from my account?,,
244,1307-TVUFB,Male,1,No,No,42.0,,Yes,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,79.35,3344.1,No,The Debit Card activation process is very straightforward.,,
245,2719-BDAQO,Male,0,No,No,17.0,Yes,No,top up loan,Yes,No,No,No,Yes,Yes,Month-to-month,No,93.85,1625.65,Yes,The ATM fees are too high.,,
246,3091-FYHKI,Male,0,No,No,1.0,No,No,general loan,No,No,No,No,No,Yes,Month-to-month,Yes,35.45,35.45,Yes,The loan application process is too complicated.,,
247,8984-EYLLL,Male,0,Yes,No,64.0,Yes,Yes,top up loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,105.25,6823.4,No,The Current Account management is very convenient.,,
248,0215-BQKGS,Male,0,No,No,30.0,Yes,No,top up loan,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,84.3,2438.6,No,What are the benefits of the Platinum Credit Card?,,
249,5002-GCQFH,Male,0,Yes,No,49.0,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,93.85,4733.1,No,The Debit Card PIN reset process is very confusing.,,
250,3030-ZKIWL,Male,0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.05,20.05,No,The bank's customer service is not helpful at all.,,
251,1907-UBQFC,Male,1,No,No,10.0,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,72.85,688.65,Yes,The Debit Card is not accepted at many places.,,
252,5168-MQQCA,Female,0,Yes,No,72.0,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,108.5,8003.8,No,My Credit Card is not generating a CVV.,,
253,5756-OZRIO,Male,1,Yes,No,61.0,Yes,Yes,general loan,No,Yes,No,No,No,Yes,One year,No,64.05,3902.6,No,My Debit Card is not working for cash withdrawals.,,
254,0486-HECZI,Male,0,Yes,No,55.0,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,96.75,5238.9,Yes,The loan disbursement process is slow.,,
255,7343-EOBEU,Male,0,Yes,No,3.0,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,23.6,89.05,No,The bank's online services are very reliable.,,
256,2800-VEQXM,Female,0,No,No,3.0,Yes,No,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,74.75,238.1,No,I had issues with unauthorized charges on my Credit Card.,,
257,1557-EMYVT,Female,0,No,No,43.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,115.05,4895.1,No,The Savings Account minimum balance requirement is very low.,,
258,1950-KSVVJ,Female,0,Yes,No,45.0,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,113.3,5032.25,No,The fixed deposit maturity process is very efficient.,,
259,0771-WLCLA,Female,0,Yes,Yes,16.0,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,112.95,1882.55,No,How do I get a mini statement for my Savings Account?,,
260,1452-KIOVK,Male,0,No,Yes,22.0,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,89.1,1949.4,No,I am happy with the interest rates on my Fixed Deposit.,Fixed Deposit,
261,7850-VWJUU,Female,0,No,,23.0,Yes,No,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,75.0,1778.5,No,The Credit Card customer service is very responsive.,,
262,8098-LLAZX,Female,1,No,No,4.0,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,,95.45,396.1,Yes,The bank's security measures are not up to the mark.,,
263,5394-MEITZ,Female,0,Yes,Yes,60.0,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,80.6,4946.7,No,The overall banking services are satisfactory and meet my needs.,,
264,0811-GSDTP,Female,0,No,Yes,13.0,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,30.15,382.2,No,The loan application process is very complicated.,,
